//Axes
//0, 0, 0
//10, 0, 0
//10, 0, 0

//0, 0, 0
//0, 10, 0
//0, 10, 0

//0, 0, 0
//0, 0, 10
//0, 0, 10

// Cube 1
// South
0, 0, 0
0, 1, 0
1, 1, 0

0, 0, 0
1, 1, 0
1, 0, 0

// East
1, 0, 0
1, 1, 0
1, 1, 1

1, 0, 0
1, 1, 1
1, 0, 1

// North
1, 0, 1
1, 1, 1
0, 1, 1

1, 0, 1
0, 1, 1
0, 0, 1

// West
0, 0, 1
0, 1, 1
0, 1, 0

0, 0, 1
0, 1, 0
0, 0, 0

// Top
0, 1, 0
0, 1, 1
1, 1, 1

0, 1, 0
1, 1, 1
1, 1, 0

// Bottom
1, 0, 1
0, 0, 1
0, 0, 0

1, 0, 1
0, 0, 0
1, 0, 0

// Cube 2
// South
0, 0, 2
0, 1, 2
1, 1, 2

0, 0, 2
1, 1, 2
1, 0, 2

// East
1, 0, 2
1, 1, 2
1, 1, 3

1, 0, 2
1, 1, 3
1, 0, 3

// North
1, 0, 3
1, 1, 3
0, 1, 3

1, 0, 3
0, 1, 3
0, 0, 3

// West
0, 0, 3
0, 1, 3
0, 1, 2

0, 0, 3
0, 1, 2
0, 0, 2

// Top
0, 1, 2
0, 1, 3
1, 1, 3

0, 1, 2
1, 1, 3
1, 1, 2

// Bottom
1, 0, 3
0, 0, 3
0, 0, 2

1, 0, 3
0, 0, 2
1, 0, 2

// Cube 3
// South
3, 0, 0
3, 1, 0
4, 1, 0

3, 0, 0
4, 1, 0
4, 0, 0

// East
4, 0, 0
4, 1, 0
4, 1, 1

4, 0, 0
4, 1, 1
4, 0, 1

// North
4, 0, 1
4, 1, 1
3, 1, 1

4, 0, 1
3, 1, 1
3, 0, 1

// West
3, 0, 1
3, 1, 1
3, 1, 0

3, 0, 1
3, 1, 0
3, 0, 0

// Top
3, 1, 0
3, 1, 1
4, 1, 1

3, 1, 0
4, 1, 1
4, 1, 0

// Bottom
4, 0, 1
3, 0, 1
3, 0, 0

4, 0, 1
3, 0, 0
4, 0, 0

// Cube 4
// South
3, 0, 2
3, 1, 2
4, 1, 2

3, 0, 2
4, 1, 2
4, 0, 2

// East
4, 0, 2
4, 1, 2
4, 1, 3

4, 0, 2
4, 1, 3
4, 0, 3

// North
4, 0, 3
4, 1, 3
3, 1, 3

4, 0, 3
3, 1, 3
3, 0, 3

// West
3, 0, 3
3, 1, 3
3, 1, 2

3, 0, 3
3, 1, 2
3, 0, 2

// Top
3, 1, 2
3, 1, 3
4, 1, 3

3, 1, 2
4, 1, 3
4, 1, 2

// Bottom
4, 0, 3
3, 0, 3
3, 0, 2

4, 0, 3
3, 0, 2
4, 0, 2
